"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Road Cycling","Bike","","","","2025-04-27","","88855.703125","168","430","1845.761","","3.05804324150085","8.07100009918213","","80","","145","162","","","0.746316388896945","169.55","120","71","3","0","0","0","","","","","31","27","37","66","17","3","2","","","","",""
"Running","Run","","","","2025-04-27","","20766.150390625","293","438","1752.892","","1.66060531139374","3.47399997711182","","169","","163","180","","","1.21206028804077","243.15","2","20","38","45","9","0","","","","","0","0","0","0","1","54","44","","","","","1"
"Rest day","Day Off","Puedes caminar, hacer movilidad... pero descanso de entrenamiento estructurado, sé paciente, hay que dejar al cuerpo tiempo para recuperar.","","","2025-04-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2025-04-28","","4763.89013671875","","","","","1.01928162574768","1.29799997806549","","98","","72","97","","","0.36408111924451","14.98","61","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Rest day","Day Off","Puedes caminar, hacer movilidad... pero descanso de entrenamiento estructurado, sé paciente, hay que dejar al cuerpo tiempo para recuperar.","","","2025-04-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-04-29","","1400","","","","","0.497756667137146","0.777777777777778","","24","","114","144","","","0.703154820633603","17.3","30","0","0","0","0","0","","","","","","","","","","","","","","","",""
"LT1. 3 x (3 x 100)","Swim","200 Variados 3x 3x100 RPE 6-7/10 300 PB fácil 2n bloque Pp 3r bloque PG 8x25 ALETAS apneas D.45"" 200 suaves","","2400","2025-04-30","","2250","","",""," *04/30/2025 David Sabat: 3x100 RPE 6-7. Bien lo que noto que me falla es el picar más constante con los pies ya que hago patada fuerte y dejo el pie muerto posteriormente, no como cuando voy con aletas que soy totalmente constante en el batido de pies. Otra cosa el tema de la respiración/brazada/patada parece obvio, pero no acabo de pillarlo. ¿Pico pie y cuando empiezo a arrastrar agua subacuática mente respiro? Apnea no aguanto toda la piscina, me muero antes, tengo que respirar mínimo una vez. Con pullboy me noto súper bien, punto clave de que las piernas son el principal problema, lucho contra ellas en vez de que ellas me ayuden a mí… Con pullboy también estiro mucho mejor, me siento más fluido, igual que con aletas. El problema viene cuando quito aletas que no soy constante con el batido y empiezo a hacer fuerza para direcciones las cuales no deben ser las correctas! Abrazo crack!*","0.763918892012702","0.814037626628075","","25","","114","156","","","0.736334715480039","30.5","45","1","0","0","0","0","","","","","","","","","","","","","","","4","5"
"8km LT0","Run","8km 5:30-5:35/km","0.740833333333333","","2025-04-30","","7201.7099609375","283","428","727.737"," *04/30/2025 David Sabat: No he cumplido con los ritmos, me subía de bpm muy rápido…*","0.713535845279694","2.80399990081787","","156","","145","165","","","1.19421407170683","100.52","33","9","2","1","0","0","","","","","0","0","0","1","9","19","12","","","","3","7"
"Lap Swimming","Swim","","","","2025-04-30","","400","","","","","0.153019444677565","0.72202166064982","","22","","106","128","","","0.653511716832558","4.27","9","0","0","0","0","0","","","","","","","","","","","","","","","",""
"2h LT0","Bike","Ultra suave, con Andrea","2","","2025-05-01","","50783.05859375","119","462","1096.123","","2.55959820747375","5.51100015640259","","68","","119","162","","","0.601963368746433","92.27","150","3","1","0","0","0","","","","","78","33","22","15","3","1","1","","","","1","5"
"6 x 10' LT1","Bike","15' D2 150-160w 6 x 10' LT1 175-180w","2","","2025-05-02","","50407.23828125","175","507","1281.639","","2.04085493087769","6.86100006103516","","77","","142","169","","","0.779716227392719","123.28","98","24","2","3","0","0","","","","","18","12","22","48","15","4","1","","","","3","3"
"1,5km. Tec","Swim","3x 150 variats D.20"" 100 peus (25 suau + 25 a tope + 50 suau) D.10"" 50 mínimes respiracions possibles D.30"" 12x50 PB (pullboy)+ PG (palas grandes) D.10"" CODO ALTO SUBAQUÁTICO CUANDO NADES PB + PG 100 suaus","","1600","2025-05-02","","1500","","","","","0.521087221569485","0.794070937003706","","25","","115","149","","","0.719649195907206","19.42","31","0","0","0","0","0","","","","","","","","","","","","","","","3","5"
"2km. Tec","Swim","200 Crol 200m Peus aletes bilaterals 200 SNK + Aletas máx long. braçada 10x50m Tecnica VIDEO WHATSAPP D.10"" 400m (50 Crol SUAVE + 50 Crol MODERADO + 25 Crol FUERTE + 25 Esq SUAVE) D.45"" 4x25m Peus full D.20"" 150m suaus 4x25m Peus full D.20"" 150m suaus","","2000","2025-05-03","","1750","","",""," *05/03/2025 David Sabat: Primer día que empiezo a meter los pies bien hechos sin aletas las series completas. Me has dejado KO, veía que no me movía pero aún así keep working y llegaba a hacer la piscina (quizás tardaba 2 minutos, pero la hacía, picando muy fuerte al final me he dado cuenta que hubiera ido mucho más rápido vs esfuerzo yendo lento)!! contento porque almenos noto que puedo empezar a hacer piscina entera solo pies moviendo ni que sea lento!*","0.724546943042013","0.668449197860963","","25","","110","145","","","0.603825610198774","15.95","44","0","0","0","0","0","","","","","","","","","","","","","","","5","5"
"14km LT0","Run","14km 5:30-5:35/km","1.29638888888889","","2025-05-03","","14003.099609375","299","434","1417.654"," *05/03/2025 David Sabat: Me he ido en una serie porque he visto a Andrea corriendo y quería ir a verla jejeje. Todo lo de después muy bien*","1.31533551216125","2.95700001716614","","158","","146","174","","","1.24556682054414","203.03","58","20","4","2","1","0","","","","","0","0","0","0","1","31","44","","","","3","5"
"3h30 Fatmax","Bike","Sostenido 145-160w, busca una ruta que te permita ser regular en esa potencia. Primeros 90min: no eat, only water Then 30g/h ONLY!","3.5","","2025-05-04","","77351.2734375","147","414","1636.313","","3.10323524475098","6.92399978637695","","77","","134","164","","","0.664179577753888","136.38","167","21","2","1","0","0","","","","","48","57","42","30","5","2","1","","","","3","5"
"Swim Club","Swim","SAF 19h40: Calentar con tubo + 8x25 r10 (mariposa recobro intern) + 4x (4x50 F r15 + 200 S r20 + 2x100 F r20)R1' bloque impar palas y pb) + 100 enfria Material: Tubo, palas pequeñas, palas grandes y pb","","2500","2025-05-05","","2425","","","","","0.81303389178382","0.827645051194539","","25","","126","162","","","0.745663872227847","33.71","43","7","1","0","0","0","","","","","","","","","","","","","","","5","5"
"8km LT0","Run","8km 5:30-5:35/km","0.740833333333333","","2025-05-05","No te obsesiones con el pulso los días suaves de carrera, en función del estrés las pulsaciones a ritmos fáciles pueden estar más elevadas de lo normal.","8004.35009765625","313","461","794.772","","0.705705285072327","3.15100002288818","","162","","147","161","","","1.29963596744342","117.88","29","15","1","0","0","0","","","","","0","0","0","0","1","7","32","","","","2","5"
"6 x 8'' Fuerza (Q2)","Bike","6 x 8'' Arrancadas semi-parado con el máximo desarrollo posible a la máxima velocidad posible y sentado","1.78","","2025-05-06","","35775.12890625","163","595","880.357","","1.50667250156403","6.59600019454956","","78","","134","163","","","0.748680002111376","84.16","82","9","1","0","0","0","","","","","19","17","20","24","5","2","1","","","","4","5"
"4 x 2km LT1","Run","4:50-4:55/km en las series de 2km","1.19333333333333","","2025-05-06","","12282.7001953125","300","504","1181.912","","1.0932160615921","3.12100005149841","","156","","148","170","","","1.3310703285827","192.02","30","21","9","10","0","0","","","","","8","1","0","0","1","4","43","","","","3","5"
"Lap Swimming","Swim","","","","2025-05-06","","800","","","","","0.284691389931573","0.780487804878049","","28","","110","125","","","0.702515099062431","9.87","17","0","0","0","0","0","","","","","","","","","","","","","","","",""
"15' LT1 + 4 x 3' VO2max","Bike","15' 175w 4 x 3' 285-300w","2","","2025-05-07","","48323.23828125","157","562","1083.44","","1.91847467422485","6.99700021743774","","78","","132","168","","","0.763224874279683","111.14","99","9","4","6","0","0","","","","","36","28","15","17","9","7","2","","","","4","5"
"FUERZA","Strength","1. STEP UP: 3 x 8 2. B-STANCE RDL: 3 x 8 (espalda baja siempre neutra, si pierdes neutralidad baja peso o reduce rango de movimiento). 3. HAMSTRING BRIDGE HOLD + HIP FLEXION: 3 x 30'' (banda debe ser ligera que te permita moverte a la flexión de cadera en un rango suficiente). 4. SIDE PLANK + LEG LIFT: 3 x 30'' 5. SPRINTER CALF RAISE: 3 x 10r","0.75","","2025-05-07","Ejecución de todos los ejercicios en este vídeo: https://www.youtube.com/watch?v=VtVBrtnIHX4","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"Lap Swimming","Swim","","","","2025-05-07","","1050","","","","","0.362860833803813","0.799086757990868","","26","","112","148","","","0.723417838316288","13.74","22","0","0","0","0","0","","","","","","","","","","","","","","","2","5"
"Swim Club","Swim","SAF 19h40: calentar con tubo + 4x (25 tec + 25 crol + 25 pies + 25 F) r15 + 10x75 F r20 palas y pb + 10x50 F palas r15 + 10x25 F r10 + enfriar","","2500","2025-05-08","","2325","","","","","0.770211947758992","0.838139870223504","","25","","124","148","","","0.603703752816749","30.91","46","0","0","0","0","0","","","","","","","","","","","","","","","2","3"
"8km LT0 (opcional)","Run","8km 5:30-5:35/km","0.740833333333333","","2025-05-08","Si te notas fatigado, sólo swim","10043.6796875","304","405","1002.506","","0.91559225320816","3.04699993133545","","162","","141","160","","","1.25919002163132","143.9","54","1","0","0","0","0","","","","","0","0","0","0","1","13","40","","","","3","3"
"LT1. 3 x (3 x 100)","Swim","200 Variados 3x 3x100 RPE 6-7/10 300 PB fácil 2n bloque Pp 3r bloque PG 8x25 ALETAS apneas D.45"" 200 suaves","","2400","2025-05-09","","2050","","","","","0.684851392375098","0.82794830371567","","27","","119","157","","","0.748337530895023","28.7","38","3","0","0","0","0","","","","","","","","","","","","","","","3","5"
"6 x 1km LT2","Run","6 x 1km @4:30-4:40/km, las series siempre en progresión sin pasarse del ritmo estipulado.","1.03444444444444","","2025-05-09","","11010.2001953125","283","522","1019.455","","1.00213587284088","3.05200004577637","","156","","147","176","","","1.30225466828868","168.36","31","8","5","13","7","0","","","","","11","0","0","1","0","7","31","","","","3","5"
"5' LT1 + 3' LT2 + 6 x 30-30 VO2","Bike","Openers para mañana (si quieres sal con Andrea y en el bloque central te ''desvías un momento haces tus mini series y terminas con ella).","1","","2025-05-10","","18950.060546875","155","450","468.62","","0.840342223644257","6.26399993896484","","77","","","","","","0.747462054612744","46.61","","","","","","","","","","","15","10","9","13","2","0","2","","","","3","5"
"CambriBike","Bike","90g/h carbohidratos Esencial comer desde la primera hora de carrera los 90g/h Mismo desayuno y pre race nutrition que en Valencia. Durante la competi mete sólido también, sin problema, ve alternando, sólido, geles, algo de carbo bebido...","","125000","2025-05-11","","126090.96875","161","472","3028.102","","5.25741147994995","6.66200017929077","","74","","","","","","0.818794515819742","352.24","","","","","","","","","","","99","26","26","68","51","30","14","","","","4","5"
"Swim Club","Swim","","","2500","2025-05-12","","2750","","","","","0.809877504242791","0.942103460089072","","27","","138","164","","","0.848893809740758","49.54","42","7","1","0","0","0","","","","","","","","","","","","","","","4",""
"2h LT0","Bike","He hecho 0140. Escuchando al cuerpo un poco, algo fatigado y he parado porque ahora toca swim con el equipo y no quiero pincharla jeje.","2","","2025-05-12","","40660.421875","155","508","930.931","","1.66856527328491","6.76900005340576","","77","","135","165","","","0.737817523645982","90.48","92","7","1","2","0","0","","","","","25","22","19","25","5","2","2","","","","2","7"
"8 x 800 LT2","Run","4:25-4:35/km by feel","1.17","","2025-05-13","","11019.16015625","284","510","1003.497","","0.980112493038177","3.12299990653992","","157","","153","180","","","1.3458409727048","176.03","23","8","7","11","15","1","","","","","12","0","0","0","0","7","21","","","","3","5"
"Swim Club","Swim","","","2500","2025-05-13","","3450","","","","","1.0632905599806","0.90007826767545","","25","","133","164","","","0.811161156190207","56.75","54","9","2","0","0","0","","","","","","","","","","","","","","","4","5"
"8 x 8'' Fuerza (Q2)","Bike","8 x 8'' Arrancadas semi-parado con el máximo desarrollo posible a la máxima velocidad posible y sentado","0.984444444444444","","2025-05-14","","47878.51171875","174","600","1069.728","","1.70981526374817","7.77799987792969","","79","","138","168","","","0.8108896834324","111.43","83","17","5","2","0","0","","","","","20","18","16","27","12","5","3","","","","2","3"
"Road Cycling","Bike","","","","2025-05-14","","3327.75","195","666","106.859","","0.151842221617699","6.08799982070923","","75","","139","167","","","0.942354670286474","12.58","7","1","1","0","0","0","","","","","2","1","1","2","1","1","1","","","","4","5"
"15' LT1 + 5 x 3' VO2max","Bike","15' 175w 5 x 3' 285-300w","2.1","","2025-05-15","","45092.140625","143","708","1012.636","","1.98381149768829","6.31400012969971","","71","","128","171","","","0.804619171121645","128.1","102","9","4","7","1","0","","","","","49","17","12","18","7","7","7","","","","2","5"
"8km LT0 (opcional)","Run","8km 5:30-5:35/km","0.740833333333333","","2025-05-15","Si te notas fatigado, sólo swim","8007.27001953125","307","451","783.43","","0.70843917131424","3.14000010490417","","164","","149","168","","","1.28443386129936","115.62","25","16","3","2","0","0","","","","","0","0","0","0","1","14","25","","","","3","5"
